event_id,popularity_tier,city_tier,venue_capacity_tier,face_value,price,price_ratio,days_until_event,is_weekend,competing_listings,listing_age_hours,sold,sale_price
15,3,2,1,2850.0,2070.0,0.7263,18,1,0,687,1,2070.0
16,5,2,3,19510.0,13880.0,0.7114,32,0,3,630,1,12650.0
16,5,2,3,19510.0,21490.0,1.1015,35,0,8,385,1,20440.0
16,5,2,3,19510.0,7800.0,0.3998,63,0,8,276,1,7800.0
16,5,2,3,19510.0,14790.0,0.7581,1,0,3,502,1,13120.0
16,5,2,3,19510.0,18650.0,0.9559,40,0,2,688,1,18090.0
16,5,2,3,19510.0,22430.0,1.1497,30,0,0,108,0,
16,5,2,3,19510.0,23480.0,1.2035,29,0,1,371,1,22030.0
16,5,2,3,19510.0,32080.0,1.6443,62,0,1,73,0,
16,5,2,3,19510.0,17410.0,0.8924,27,0,0,313,1,16120.0
16,5,2,3,19510.0,9810.0,0.5028,10,0,3,295,1,8730.0
16,5,2,3,19510.0,22870.0,1.1722,86,0,2,652,0,
16,5,2,3,19510.0,26840.0,1.3757,44,0,5,277,0,
16,5,2,3,19510.0,12110.0,0.6207,61,0,8,250,1,12110.0
16,5,2,3,19510.0,14370.0,0.7365,79,0,0,561,1,13270.0
16,5,2,3,19510.0,26060.0,1.3357,39,0,3,94,0,
17,5,1,3,14100.0,12390.0,0.8787,99,1,2,655,1,11800.0
17,5,1,3,14100.0,10810.0,0.7667,1,1,1,94,1,10280.0
17,5,1,3,14100.0,16580.0,1.1759,27,1,2,85,1,15960.0
17,5,1,3,14100.0,28680.0,2.034,7,1,8,382,0,
17,5,1,3,14100.0,11850.0,0.8404,25,1,1,38,1,11310.0
17,5,1,3,14100.0,15410.0,1.0929,69,1,3,103,1,13600.0
17,5,1,3,14100.0,10240.0,0.7262,60,1,3,186,1,10240.0
17,5,1,3,14100.0,10900.0,0.773,94,1,1,209,1,10100.0
17,5,1,3,14100.0,13840.0,0.9816,94,1,1,344,1,13840.0
17,5,1,3,14100.0,17980.0,1.2752,81,1,5,667,1,17600.0
17,5,1,3,14100.0,25290.0,1.7936,61,1,5,51,1,24480.0
17,5,1,3,14100.0,20380.0,1.4454,8,1,1,289,1,20240.0
17,5,1,3,14100.0,8620.0,0.6113,99,1,5,254,1,8190.0
17,5,1,3,14100.0,10570.0,0.7496,92,1,2,477,1,10570.0
17,5,1,3,14100.0,15380.0,1.0908,108,1,1,40,1,14610.0
18,3,1,2,4050.0,3370.0,0.8321,46,1,0,20,1,3300.0
18,3,1,2,4050.0,3910.0,0.9654,109,1,0,231,0,
18,3,1,2,4050.0,3930.0,0.9704,3,1,1,199,1,3850.0
18,3,1,2,4050.0,2100.0,0.5185,103,1,0,287,1,2030.0
18,3,1,2,4050.0,3590.0,0.8864,33,1,1,469,1,3290.0
18,3,1,2,4050.0,4930.0,1.2173,60,1,2,536,1,4780.0
18,3,1,2,4050.0,3270.0,0.8074,109,1,0,484,1,3250.0
18,3,1,2,4050.0,3060.0,0.7556,72,1,0,620,1,2980.0
18,3,1,2,4050.0,4820.0,1.1901,50,1,0,570,0,
18,3,1,2,4050.0,3100.0,0.7654,17,1,2,502,0,
18,3,1,2,4050.0,4050.0,1.0,29,1,1,615,1,3800.0
18,3,1,2,4050.0,5460.0,1.3481,39,1,0,208,0,
18,3,1,2,4050.0,4210.0,1.0395,10,1,2,371,0,
18,3,1,2,4050.0,3560.0,0.879,44,1,2,377,1,3560.0
18,3,1,2,4050.0,4470.0,1.1037,26,1,3,174,0,
19,3,2,2,1800.0,1110.0,0.6167,39,0,3,681,0,
19,3,2,2,1800.0,2020.0,1.1222,104,0,8,507,0,
19,3,2,2,1800.0,1930.0,1.0722,27,0,1,32,1,1720.0
19,3,2,2,1800.0,2190.0,1.2167,75,0,3,500,0,
19,3,2,2,1800.0,1120.0,0.6222,56,0,3,488,1,1090.0
19,3,2,2,1800.0,840.0,0.4667,89,0,0,705,1,810.0
19,3,2,2,1800.0,2010.0,1.1167,28,0,0,3,1,1870.0
19,3,2,2,1800.0,1650.0,0.9167,27,0,0,618,1,1580.0
19,3,2,2,1800.0,2250.0,1.25,19,0,3,539,0,
19,3,2,2,1800.0,1130.0,0.6278,43,0,2,363,1,1080.0
19,3,2,2,1800.0,1360.0,0.7556,69,0,0,32,1,1360.0
19,3,2,2,1800.0,3350.0,1.8611,5,0,3,483,0,
19,3,2,2,1800.0,1400.0,0.7778,71,0,0,237,1,1280.0
19,3,2,2,1800.0,1240.0,0.6889,99,0,0,385,1,1190.0
19,3,2,2,1800.0,1490.0,0.8278,59,0,0,486,1,1420.0
20,3,2,1,2250.0,2000.0,0.8889,89,0,0,60,0,
20,3,2,1,2250.0,3270.0,1.4533,59,0,1,588,0,
20,3,2,1,2250.0,3770.0,1.6756,95,0,5,415,0,
20,3,2,1,2250.0,2710.0,1.2044,52,0,0,560,0,
20,3,2,1,2250.0,1730.0,0.7689,70,0,2,43,1,1730.0
20,3,2,1,2250.0,2340.0,1.04,106,0,2,397,0,
20,3,2,1,2250.0,2160.0,0.96,106,0,0,275,1,2020.0
20,3,2,1,2250.0,1870.0,0.8311,107,0,0,677,1,1870.0
20,3,2,1,2250.0,2400.0,1.0667,42,0,0,325,1,2160.0
20,3,2,1,2250.0,2550.0,1.1333,110,0,5,360,1,2550.0
20,3,2,1,2250.0,1890.0,0.84,94,0,3,448,0,
20,3,2,1,2250.0,3050.0,1.3556,58,0,8,486,0,
20,3,2,1,2250.0,1810.0,0.8044,68,0,8,446,0,
20,3,2,1,2250.0,1400.0,0.6222,59,0,2,595,1,1290.0
20,3,2,1,2250.0,2040.0,0.9067,1,0,3,270,0,
21,4,3,2,7690.0,6890.0,0.896,31,1,3,205,1,6890.0
21,4,3,2,7690.0,7350.0,0.9558,17,1,0,15,1,6940.0
21,4,3,2,7690.0,6470.0,0.8414,31,1,0,397,1,6150.0
21,4,3,2,7690.0,7050.0,0.9168,108,1,3,119,1,6760.0
21,4,3,2,7690.0,7660.0,0.9961,69,1,1,639,1,7360.0
21,4,3,2,7690.0,8190.0,1.065,48,1,5,89,1,8190.0
21,4,3,2,7690.0,8390.0,1.091,97,1,0,80,1,8390.0
21,4,3,2,7690.0,5510.0,0.7165,93,1,1,570,1,5510.0
21,4,3,2,7690.0,7930.0,1.0312,70,1,3,186,1,7930.0
21,4,3,2,7690.0,6490.0,0.844,107,1,0,25,1,6460.0
21,4,3,2,7690.0,12710.0,1.6528,85,1,1,356,0,
21,4,3,2,7690.0,7470.0,0.9714,16,1,1,418,0,
21,4,3,2,7690.0,7330.0,0.9532,7,1,0,48,1,7050.0
21,4,3,2,7690.0,9380.0,1.2198,16,1,1,140,1,9380.0
21,4,3,2,7690.0,8000.0,1.0403,53,1,8,251,0,
22,3,3,2,2350.0,3100.0,1.3191,76,0,8,17,0,
22,3,3,2,2350.0,3380.0,1.4383,74,0,1,540,1,3380.0
22,3,3,2,2350.0,1310.0,0.5574,9,0,0,681,0,
22,3,3,2,2350.0,2490.0,1.0596,99,0,5,654,0,
22,3,3,2,2350.0,1310.0,0.5574,60,0,1,535,1,1280.0
22,3,3,2,2350.0,2130.0,0.9064,85,0,0,385,1,2120.0
22,3,3,2,2350.0,2840.0,1.2085,104,0,0,575,0,
22,3,3,2,2350.0,1090.0,0.4638,60,0,2,394,1,1090.0
22,3,3,2,2350.0,2330.0,0.9915,77,0,0,673,1,2220.0
22,3,3,2,2350.0,2560.0,1.0894,65,0,0,166,1,2490.0
22,3,3,2,2350.0,1940.0,0.8255,50,0,0,138,0,
22,3,3,2,2350.0,2020.0,0.8596,32,0,1,170,1,1950.0
22,3,3,2,2350.0,1760.0,0.7489,39,0,1,332,0,
22,3,3,2,2350.0,3150.0,1.3404,79,0,0,529,0,
22,3,3,2,2350.0,1980.0,0.8426,81,0,1,500,1,1980.0
23,2,2,3,1580.0,1590.0,1.0063,1,0,1,315,0,
23,2,2,3,1580.0,1090.0,0.6899,106,0,1,440,1,1050.0
23,2,2,3,1580.0,1640.0,1.038,15,0,1,135,0,
23,2,2,3,1580.0,1220.0,0.7722,43,0,0,213,1,1200.0
23,2,2,3,1580.0,1480.0,0.9367,63,0,3,687,0,
23,2,2,3,1580.0,1710.0,1.0823,69,0,0,103,1,1520.0
23,2,2,3,1580.0,1860.0,1.1772,44,0,3,557,1,1830.0
23,2,2,3,1580.0,2010.0,1.2722,102,0,1,99,0,
23,2,2,3,1580.0,1260.0,0.7975,51,0,2,180,0,
23,2,2,3,1580.0,1670.0,1.057,65,0,1,470,0,
23,2,2,3,1580.0,1490.0,0.943,4,0,5,352,0,
23,2,2,3,1580.0,3060.0,1.9367,13,0,2,318,0,
23,2,2,3,1580.0,1310.0,0.8291,60,0,2,512,1,1300.0
23,2,2,3,1580.0,1660.0,1.0506,43,0,0,277,1,1640.0
23,2,2,3,1580.0,2640.0,1.6709,66,0,2,718,0,
24,5,3,3,9680.0,9250.0,0.9556,35,1,0,379,1,8880.0
24,5,3,3,9680.0,6880.0,0.7107,58,1,5,97,1,6750.0
24,5,3,3,9680.0,10990.0,1.1353,62,1,0,124,1,10990.0
24,5,3,3,9680.0,10400.0,1.0744,24,1,0,155,1,10240.0
24,5,3,3,9680.0,7280.0,0.7521,65,1,2,476,1,7280.0
24,5,3,3,9680.0,13090.0,1.3523,100,1,1,219,1,12950.0
24,5,3,3,9680.0,7910.0,0.8171,9,1,2,56,1,7910.0
24,5,3,3,9680.0,8450.0,0.8729,59,1,0,549,1,7710.0
24,5,3,3,9680.0,4530.0,0.468,2,1,0,366,1,4530.0
24,5,3,3,9680.0,11780.0,1.2169,82,1,0,252,1,10980.0
24,5,3,3,9680.0,11750.0,1.2138,69,1,1,688,1,11600.0
24,5,3,3,9680.0,6320.0,0.6529,8,1,0,474,1,6320.0
24,5,3,3,9680.0,9360.0,0.9669,42,1,3,240,1,8870.0
24,5,3,3,9680.0,10400.0,1.0744,13,1,0,36,1,10400.0
24,5,3,3,9680.0,7750.0,0.8006,65,1,0,491,1,7130.0
25,4,1,2,7230.0,4440.0,0.6141,94,0,1,3,1,4080.0
25,4,1,2,7230.0,7830.0,1.083,18,0,5,349,1,7830.0
25,4,1,2,7230.0,6280.0,0.8686,110,0,0,239,1,6150.0
25,4,1,2,7230.0,6300.0,0.8714,84,0,0,615,1,6300.0
25,4,1,2,7230.0,5710.0,0.7898,28,0,1,616,1,5430.0
